Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,0.13487485502250918,0.9605814911770408,0.04443594811581169,0.9858678343949044
2,0.09273532300721087,0.9752642039945705,0.048827749416755696,0.9886544585987261
3,0.08230757684589987,0.9788939790575916,0.046153299982322524,0.9882563694267515
4,0.0736380139383827,0.9822753054101222,0.05021527265409733,0.9876592356687898
5,0.06848286827503137,0.9838205351948808,0.06480035375109221,0.9856687898089171
6,0.06278679066353558,0.9858141846034516,0.0662435654156794,0.9888535031847133
